ink_iron_ratio,parchment_density,carbon_14_ratio,scribal_pressure_var,pigment_layer_count,uv_fluorescence_idx,linguistic_anachronism_score,vellum_thickness_mm,is_authentic
0.417,0.847,0.9179,61.2,3,0.386,5.83,0.223,0
0.135,1.163,0.9702,26.8,7,0.342,0.01,0.53,0
0.851,0.758,0.866,54.2,4,0.388,2.76,0.546,0
0.406,0.959,0.8943,76.8,1,0.011,6.56,0.403,0
0.664,0.935,0.9335,41.2,1,0.886,4.55,0.591,0
0.184,0.513,0.8904,40.3,7,0.977,1.46,0.223,0
0.915,0.555,1.0407,12.9,2,0.862,0.01,0.134,0
0.211,0.682,1.0491,30.3,6,0.006,2.7,0.522,1
0.23,0.55,0.9242,65.9,1,0.751,5.49,0.345,0
0.823,0.63,0.9918,38.8,7,0.573,5.35,0.273,0
0.871,0.652,0.9316,22.7,5,0.094,1.31,0.128,1
0.241,0.843,0.8779,18.5,2,0.933,6.14,0.132,0
0.473,0.498,0.9174,17.6,7,0.776,9.99,0.145,0
0.71,1.024,0.8967,62.7,3,0.145,5.85,0.192,0
0.841,0.694,0.9156,59.0,7,0.964,5.28,0.585,0
0.391,0.936,0.893,51.5,5,0.126,6.23,0.241,0
0.515,0.373,0.8725,50.0,4,0.455,8.8,0.509,0
0.718,0.723,0.8935,22.3,1,0.159,9.46,0.11,0
0.708,0.325,1.0312,50.0,2,0.15,0.41,0.261,0
0.755,0.908,0.867,14.8,1,0.968,2.05,0.553,0
0.563,0.609,0.915,84.1,6,0.572,1.16,0.193,0
0.144,1.154,0.9557,14.6,1,0.259,7.72,0.242,0
0.864,0.592,0.9209,43.9,1,0.776,0.46,0.513,0
0.829,0.807,0.9535,10.0,1,0.875,9.03,0.161,0
0.768,0.532,0.8587,72.9,7,0.918,0.21,0.127,0
0.14,0.858,0.9797,23.3,7,0.933,6.03,0.583,0
0.234,0.72,0.9627,84.0,6,0.906,2.76,0.302,0
0.719,0.634,0.9862,13.5,1,0.639,4.71,0.429,0
0.071,0.483,0.9635,75.7,4,0.342,4.42,0.164,0
0.931,0.4,0.9376,62.5,7,0.926,7.49,0.21,0
0.389,0.408,0.92,30.0,1,0.122,4.97,0.33,0
0.697,1.199,0.8953,26.2,6,0.169,4.21,0.438,1
0.849,0.671,0.95,38.6,1,0.434,7.3,0.247,0
0.405,0.302,0.8552,76.3,6,0.284,9.26,0.542,0
0.337,1.158,0.9156,79.0,4,0.616,7.94,0.491,0
0.598,0.318,0.9856,24.0,7,0.905,7.37,0.376,0
0.573,0.677,0.8717,38.3,3,0.491,4.88,0.33,0
0.418,0.946,0.8626,29.0,6,0.554,9.0,0.41,0
0.592,1.123,0.9804,19.8,6,0.423,4.86,0.466,1
0.892,0.942,0.9296,61.7,3,0.708,9.3,0.167,0
0.471,0.717,1.0104,37.7,5,0.101,8.03,0.526,0
0.227,1.177,1.0375,28.0,4,0.049,1.5,0.345,1
0.389,0.335,1.0414,79.3,4,0.641,0.47,0.568,0
0.405,1.188,0.9351,69.9,6,0.535,7.41,0.578,0
0.168,1.064,0.9029,71.9,2,0.407,6.86,0.115,0
0.197,1.136,0.9717,13.1,1,0.334,6.02,0.292,0
0.666,0.529,0.9756,83.2,4,0.052,9.76,0.363,0
0.356,0.428,0.9745,56.0,6,0.681,5.45,0.37,0
0.909,0.897,0.9144,50.3,2,0.421,3.48,0.511,0
0.269,0.764,0.8628,10.8,3,0.445,5.65,0.171,0
0.139,0.771,0.892,81.8,5,0.893,0.28,0.411,0
0.728,1.132,0.8809,53.5,4,0.738,5.79,0.571,0
0.843,0.858,0.8748,76.0,5,0.219,9.02,0.598,0
0.3,0.58,1.0353,62.4,4,0.657,0.04,0.105,1
0.232,0.66,0.8528,73.7,6,0.132,8.45,0.586,0
0.217,0.42,0.9704,65.4,7,0.194,8.02,0.161,0
0.52,0.473,1.0395,83.7,4,0.714,1.06,0.368,0
0.472,0.429,0.922,28.0,4,0.126,8.47,0.223,0
0.283,1.029,0.9554,26.2,2,0.28,7.64,0.403,0
0.091,0.934,0.9892,67.0,4,0.898,4.91,0.119,0
0.483,0.777,0.9134,50.1,6,0.738,2.45,0.219,0
0.913,0.637,0.9455,57.9,4,0.929,2.88,0.25,0
0.637,0.902,1.0134,66.7,5,0.882,6.12,0.558,0
0.496,1.032,0.9991,53.8,3,0.313,2.46,0.392,0
0.15,1.093,1.0117,73.0,5,0.632,3.25,0.454,0
0.277,0.792,1.0475,35.5,5,0.379,9.31,0.438,0
0.315,1.038,0.9241,78.7,4,0.697,7.29,0.296,0
0.738,0.76,0.9994,18.6,7,0.348,7.36,0.107,1
0.839,0.727,0.9706,60.7,7,0.001,9.56,0.154,0
0.861,1.079,0.9833,81.2,2,0.094,0.06,0.329,1
0.936,0.648,0.998,30.2,2,0.771,2.44,0.571,0
0.934,0.656,0.9999,36.1,7,0.084,6.58,0.224,1
0.908,0.574,1.0271,34.4,3,0.599,4.38,0.449,1
0.115,0.767,0.9199,55.1,3,0.858,1.13,0.513,0
0.174,0.79,0.9807,43.0,6,0.741,7.81,0.553,0
0.324,0.894,0.9061,18.6,5,0.413,0.47,0.247,0
0.548,0.687,0.9689,81.3,1,0.209,5.44,0.566,0
0.137,0.496,1.0002,26.4,1,0.923,5.62,0.404,0
0.811,1.08,1.0082,52.7,6,0.566,6.36,0.354,0
0.605,0.611,0.934,57.6,6,0.405,3.16,0.489,0
0.538,1.131,0.9517,13.3,3,0.942,0.24,0.219,0
0.199,0.487,0.9168,17.7,7,0.215,8.89,0.506,0
0.278,0.804,0.8838,87.7,1,0.442,9.29,0.425,0
0.194,0.783,0.9021,63.2,7,0.109,4.82,0.5,0
0.817,1.046,1.0324,12.7,1,0.125,0.21,0.528,1
0.576,0.425,0.9118,73.5,5,0.399,5.81,0.409,0
0.712,1.119,1.045,50.7,6,0.7,3.16,0.118,1
0.316,0.778,0.8983,16.0,5,0.339,1.82,0.249,1
0.384,0.827,0.9946,64.5,6,0.69,1.69,0.539,0
0.414,0.759,0.9648,49.9,3,0.805,1.79,0.413,0
0.734,0.332,0.9894,26.4,3,0.878,3.31,0.545,0
0.745,0.747,0.9788,80.2,2,0.045,2.81,0.292,0
0.236,0.537,0.9913,33.3,1,0.774,8.36,0.352,0
0.897,0.608,1.0311,32.8,2,0.147,4.95,0.531,0
0.159,0.884,0.9627,31.8,2,0.698,4.28,0.481,0
0.857,0.748,0.8636,71.4,6,0.372,1.46,0.289,0
0.14,0.384,0.9042,66.5,2,0.708,8.76,0.111,0
0.288,0.366,0.9916,82.3,2,0.214,0.55,0.54,0
0.812,0.467,0.9488,28.3,6,0.645,2.4,0.493,1
0.212,0.472,0.9597,72.9,4,0.126,6.21,0.325,0
0.422,0.847,0.9693,55.8,2,0.17,7.02,0.373,0
0.455,0.46,0.9265,34.7,5,0.614,8.01,0.202,0
0.271,1.094,1.0048,12.8,2,0.337,4.1,0.306,0
0.689,0.489,0.9947,75.5,6,0.704,3.47,0.182,0
0.816,0.382,0.9929,29.3,1,0.685,2.89,0.205,1
0.837,1.088,0.9931,60.5,5,0.622,5.68,0.523,1
0.355,0.566,1.0281,53.9,5,0.731,3.49,0.281,0
0.528,0.683,0.9691,10.4,3,0.794,3.28,0.507,0
0.274,1.163,1.0434,89.5,5,0.911,0.17,0.337,0
0.27,1.15,0.8738,75.1,3,0.081,9.48,0.135,0
0.195,0.943,0.9764,48.9,5,0.572,0.61,0.281,0
0.896,0.362,0.9934,64.4,2,0.749,2.71,0.179,0
0.849,0.834,0.9454,48.1,4,0.217,9.21,0.447,0
0.75,1.19,0.9076,69.6,6,0.264,7.35,0.556,0
0.516,1.152,0.96,20.7,7,0.267,5.78,0.482,1
0.492,0.395,0.9229,45.7,3,0.572,6.61,0.489,0
0.527,0.656,1.0318,36.8,4,0.366,0.97,0.531,1
0.533,0.584,0.9214,46.8,4,0.666,8.09,0.488,0
0.441,0.417,0.8851,46.0,7,0.61,2.5,0.384,0
0.169,0.925,0.9653,21.4,7,0.657,9.56,0.457,0
0.163,0.546,0.9292,88.1,5,0.252,2.31,0.308,0
0.907,0.61,0.8692,11.2,6,0.767,6.25,0.135,0
0.484,0.381,0.963,10.8,1,0.664,5.45,0.453,0
0.908,0.748,0.9576,39.9,6,0.131,1.43,0.461,1
0.197,0.442,0.8846,59.6,6,0.2,3.63,0.212,0
0.549,0.689,0.9695,24.4,6,0.301,7.81,0.577,0
0.237,0.429,0.9635,52.7,5,0.936,2.13,0.126,0
0.278,1.158,1.0047,67.8,7,0.326,9.63,0.468,0
0.077,0.43,0.9223,17.5,5,0.02,2.95,0.584,0
0.157,0.77,0.8998,88.8,6,0.142,6.27,0.255,0
0.875,0.477,1.0402,36.9,2,0.032,6.19,0.556,0
0.339,0.369,0.9622,61.4,5,0.403,4.71,0.513,0
0.597,0.482,0.8554,18.9,4,0.797,6.55,0.472,0
0.469,0.349,1.0141,66.8,7,0.45,7.44,0.577,0
0.41,0.425,0.8894,77.2,7,0.839,6.19,0.427,0
0.529,0.744,1.0072,18.4,6,0.048,5.6,0.347,1
0.219,0.887,0.991,20.1,2,0.47,6.07,0.438,0
0.94,0.379,1.0438,32.5,4,0.787,4.02,0.306,0
0.786,0.697,1.0431,11.0,1,0.675,0.71,0.262,1
0.717,0.823,0.9049,88.9,7,0.853,1.6,0.141,0
0.472,0.511,1.0033,57.9,2,0.274,6.07,0.289,0
0.188,0.635,0.9134,58.6,5,0.501,9.27,0.502,0
0.879,0.365,0.9758,86.7,4,0.677,0.26,0.573,0
0.357,0.498,0.9695,76.6,7,0.168,5.44,0.588,0
0.095,0.72,0.8609,75.1,6,0.816,2.52,0.203,0
0.358,1.191,0.851,37.2,6,0.311,5.62,0.386,1
0.765,1.197,0.8616,36.8,5,0.093,7.5,0.388,1
0.61,1.182,0.8756,33.3,1,0.766,7.35,0.188,0
0.726,0.681,0.9015,37.7,7,0.705,7.25,0.391,0
0.764,0.373,1.0314,39.6,1,0.884,7.79,0.281,1
0.241,0.591,0.9537,21.2,4,0.892,0.73,0.571,0
0.881,0.514,1.0094,38.5,3,0.279,5.1,0.228,0
0.444,0.313,1.0177,45.7,3,0.641,2.62,0.517,0
0.625,0.386,0.997,34.7,7,0.999,9.21,0.548,0
0.052,0.708,0.9283,23.2,2,0.244,7.83,0.468,0
0.944,0.606,1.0228,39.9,5,0.473,1.08,0.207,0
0.303,0.462,0.9984,48.5,2,0.91,2.43,0.23,0
0.106,0.944,0.9986,67.7,7,0.103,4.55,0.586,1
0.462,0.621,1.0303,66.9,6,0.928,9.63,0.138,0
0.166,1.067,0.9697,26.2,3,0.488,1.1,0.159,1
0.187,0.517,0.9557,12.9,1,0.893,5.68,0.589,0
0.619,0.785,1.028,34.3,2,0.621,3.41,0.488,0
0.404,0.466,0.9409,22.6,2,0.671,6.46,0.473,0
0.88,0.746,1.0123,41.7,3,0.773,6.49,0.18,0
0.337,0.437,0.8608,88.3,7,0.067,2.41,0.344,0
0.704,0.445,0.8503,24.5,1,0.628,7.86,0.52,0
0.465,0.851,0.9557,35.5,5,0.924,0.91,0.264,0
0.644,0.537,0.8647,68.0,3,0.956,8.18,0.196,0
0.59,0.455,1.0453,50.7,1,0.968,2.12,0.105,0
0.476,1.137,0.8511,13.5,5,0.646,5.9,0.411,0
0.905,0.339,0.9936,22.9,5,0.633,3.47,0.247,1
0.358,0.809,0.8987,84.8,7,0.552,6.1,0.532,0
0.21,0.793,1.0435,18.3,4,0.608,2.67,0.242,0
0.66,0.526,0.9263,60.8,3,0.612,5.69,0.176,0
0.811,0.707,0.8555,73.4,6,0.042,0.08,0.58,0
0.086,0.379,0.8554,31.2,2,0.089,3.74,0.582,0
0.455,0.949,0.9607,68.0,5,0.619,8.26,0.443,0
0.853,0.5,1.0473,23.6,7,0.314,4.63,0.564,1
0.725,0.474,1.046,32.8,1,0.301,4.99,0.181,0
0.943,0.583,0.9175,34.9,7,0.193,6.22,0.33,1
0.528,1.112,0.9465,89.7,2,0.801,4.34,0.202,0
0.644,1.017,0.8701,27.2,4,0.964,8.67,0.339,0
0.322,1.152,0.9544,20.3,2,0.628,4.03,0.496,0
0.903,0.887,0.9699,84.1,2,0.945,9.43,0.522,0
0.38,0.897,0.9002,23.0,5,0.884,8.77,0.102,0
0.715,0.732,0.9724,80.3,4,0.218,4.21,0.295,1
0.413,1.115,1.0299,62.0,4,0.154,3.66,0.597,1
0.556,0.76,0.8502,56.1,4,0.212,6.77,0.395,0
0.698,0.62,0.8958,70.1,6,0.096,7.55,0.248,0
0.508,0.876,0.892,68.1,7,0.583,1.86,0.294,0
0.866,0.792,0.8748,18.8,4,0.283,2.41,0.261,1
0.427,0.412,0.8832,90.0,2,0.913,1.46,0.324,0
0.632,0.653,0.9752,85.4,3,0.613,7.61,0.322,0
0.358,0.582,0.8705,81.7,4,0.36,7.14,0.353,0
0.417,1.062,0.9977,59.8,1,0.985,1.89,0.332,0
0.446,0.641,1.0274,51.8,2,0.953,5.37,0.358,0
0.163,1.039,1.0353,52.9,2,0.779,7.64,0.114,0
0.133,0.698,0.982,11.2,7,0.792,9.47,0.127,0
0.651,0.978,0.8895,50.0,3,0.977,1.79,0.286,0
0.64,0.422,0.8671,59.9,7,0.6,3.04,0.542,0
0.647,1.132,0.8964,62.7,4,0.88,3.48,0.495,0
0.068,0.733,1.0424,36.6,4,0.065,6.25,0.155,0
0.344,0.534,1.0425,47.7,7,0.554,1.36,0.347,1
0.228,0.517,0.9264,60.9,5,0.503,1.93,0.402,0
0.75,0.539,0.9152,44.3,2,0.038,7.8,0.341,0
0.825,0.63,0.952,87.0,2,0.087,5.42,0.449,0
0.272,0.946,0.9083,66.4,5,0.022,1.6,0.599,0
0.651,1.155,1.0459,10.1,1,0.294,3.88,0.148,1
0.166,0.902,0.8942,11.9,2,0.054,1.34,0.358,1
0.298,0.792,0.9238,65.2,1,0.423,3.63,0.356,0
0.175,0.704,0.9359,43.0,5,0.813,4.0,0.381,0
0.305,1.045,0.875,77.2,4,0.614,1.12,0.183,0
0.657,1.065,0.9266,23.8,1,0.674,0.6,0.419,0
0.869,0.564,1.0213,11.1,6,0.032,8.82,0.122,0
0.232,1.158,0.8781,41.0,5,0.84,8.88,0.471,0
0.538,0.656,0.9668,68.9,6,0.146,0.03,0.432,0
0.681,1.02,0.9313,87.7,2,0.303,6.41,0.265,0
0.908,1.17,0.8841,80.7,7,0.517,0.94,0.594,1
0.599,0.933,0.8525,48.7,2,0.93,8.1,0.514,0
0.28,0.445,0.9047,75.0,4,0.998,8.8,0.37,0
0.613,0.828,0.8624,15.6,4,0.783,6.17,0.595,0
0.338,0.407,0.9254,55.8,2,0.729,6.13,0.515,0
0.929,1.01,1.012,83.9,3,0.528,3.71,0.169,0
0.41,0.553,0.9939,41.7,1,0.666,2.49,0.396,0
0.667,0.926,1.0395,86.8,4,0.144,4.99,0.39,0
0.071,1.119,0.9354,27.7,5,0.269,1.34,0.426,0
0.41,0.463,0.9916,18.5,3,0.985,6.72,0.57,0
0.838,0.654,0.9831,52.0,4,0.98,4.7,0.346,0
0.599,0.882,0.8934,82.6,7,0.323,1.78,0.139,0
0.45,0.678,0.9107,34.9,2,0.241,5.88,0.34,0
0.892,0.457,0.956,74.0,3,0.23,7.95,0.494,0
0.819,0.326,1.0093,23.5,1,0.485,5.89,0.279,0
0.34,0.666,0.9424,69.6,4,0.224,5.3,0.114,0
0.54,0.884,0.8955,54.6,2,0.648,8.48,0.252,0
0.491,0.817,1.0487,24.0,6,0.075,0.11,0.441,1
0.619,0.441,0.8731,67.4,3,0.104,6.17,0.143,0
0.351,0.706,1.0412,67.1,5,0.277,4.1,0.288,0
0.27,0.633,1.0118,51.2,2,0.777,1.94,0.167,0
0.871,0.547,1.0178,28.0,3,0.323,9.8,0.338,0
0.881,0.956,1.009,20.6,2,0.471,4.04,0.171,1
0.809,0.579,0.8916,86.6,4,0.657,3.35,0.155,0
0.93,0.786,0.9765,62.5,1,0.789,1.69,0.449,1
0.72,1.131,1.0013,74.7,1,0.307,9.98,0.179,0
0.738,0.785,0.9991,65.8,4,0.731,8.56,0.177,0
0.736,0.855,0.9043,76.4,4,0.286,0.7,0.396,1
0.483,0.366,0.8862,23.0,3,0.644,5.66,0.122,0
0.461,0.46,0.9156,49.8,4,0.451,1.47,0.116,0
0.266,0.391,0.946,63.4,3,0.927,7.16,0.316,0
0.63,0.988,0.9648,18.3,6,0.982,4.84,0.283,1
0.31,1.052,1.0174,22.0,4,0.774,1.1,0.372,1
0.282,0.468,1.0038,60.7,6,0.915,5.57,0.597,0
0.577,0.497,0.9852,79.5,2,0.137,9.11,0.317,0
0.419,0.591,0.9027,62.8,2,0.654,3.41,0.388,0
0.247,0.832,0.9458,12.9,3,0.198,0.51,0.56,1
0.784,0.86,0.9171,87.6,1,0.277,9.45,0.342,0
0.825,0.918,0.897,21.2,5,0.523,1.42,0.491,1
0.201,1.115,0.852,28.6,3,0.742,4.75,0.374,0
0.057,0.566,0.9179,88.0,3,0.721,5.45,0.419,0
0.353,0.893,0.9012,71.7,4,0.869,2.37,0.566,0
0.768,0.804,0.9644,84.9,1,0.559,1.77,0.1,0
0.805,0.575,0.8625,74.5,3,0.926,1.13,0.55,0
0.174,1.117,0.9041,62.1,7,0.888,0.7,0.349,0
0.747,0.386,0.859,32.8,5,0.849,5.08,0.403,0
0.154,0.941,0.9783,36.2,5,0.23,8.42,0.325,0
0.401,0.955,0.9636,85.8,4,0.531,1.27,0.23,0
0.949,1.124,0.9175,78.9,4,0.736,7.01,0.133,0
0.223,0.767,0.8795,38.8,7,0.976,4.13,0.573,0
0.189,0.589,1.0416,39.9,7,0.012,0.35,0.412,1
0.431,1.045,0.9669,33.8,3,0.327,5.36,0.537,0
0.608,0.994,0.9858,36.1,7,0.342,2.52,0.245,1
0.89,0.75,0.9563,78.9,1,0.289,6.05,0.239,0
0.933,0.991,1.0113,10.8,3,0.817,3.49,0.268,0
0.113,0.541,1.0293,44.9,3,0.045,6.66,0.216,0
0.174,0.831,0.9265,85.4,5,0.359,9.19,0.349,0
0.762,1.079,0.988,53.4,5,0.712,2.45,0.568,1
0.294,0.586,0.896,46.0,4,0.407,9.4,0.538,0
0.846,0.735,0.9804,35.0,2,0.144,2.04,0.348,1
0.647,1.156,0.9298,15.9,4,0.611,0.71,0.274,1
0.151,1.018,0.8514,28.0,2,0.523,1.93,0.406,0
0.799,1.098,1.0411,17.2,4,0.982,8.15,0.406,0
0.209,0.647,1.0237,20.1,3,0.749,6.78,0.442,0
0.431,1.197,0.9082,23.1,7,0.986,9.71,0.368,0
0.547,0.437,1.0496,34.2,6,0.186,7.1,0.113,1
0.501,0.767,0.9134,10.9,2,0.762,4.13,0.138,0
0.668,0.731,0.9418,86.0,7,0.552,8.92,0.587,0
0.637,1.019,1.0203,19.9,5,0.713,9.58,0.473,0
0.943,1.118,0.9109,40.7,3,0.468,7.92,0.574,0
0.949,0.958,0.9401,80.4,4,0.212,5.57,0.27,0
0.515,0.864,0.9831,18.5,2,0.046,8.26,0.367,0
0.136,0.685,0.8761,48.7,1,0.838,1.79,0.261,0
0.705,0.759,0.9345,77.6,3,0.815,9.0,0.554,0
0.929,0.758,0.9119,54.6,6,0.163,10.0,0.244,0
0.336,0.318,0.9854,26.8,3,0.645,6.65,0.447,0
0.465,0.753,0.8772,68.8,3,0.738,1.96,0.188,0
0.432,1.07,0.8965,64.5,7,0.558,1.44,0.153,0
0.096,0.938,0.9923,39.0,7,0.317,9.59,0.178,0
0.655,1.016,0.8812,13.7,4,0.881,8.71,0.365,0
0.368,0.651,0.9344,10.6,1,0.642,7.49,0.522,0
0.759,0.776,0.9926,76.0,5,0.72,9.49,0.6,0
0.799,0.33,1.0031,35.7,6,0.652,5.03,0.411,0
0.789,0.645,0.869,21.0,7,0.721,8.88,0.367,0
0.425,0.727,1.0204,51.5,7,0.145,1.63,0.493,0
0.339,0.53,0.9948,83.7,5,0.923,1.83,0.132,0
0.724,0.328,0.9179,10.7,1,0.286,5.12,0.505,0
0.771,0.921,1.0028,14.5,2,0.837,3.33,0.479,1
0.492,0.692,0.9957,43.4,6,0.893,4.33,0.365,0
0.854,0.674,0.9702,64.1,5,0.651,7.98,0.111,0
0.18,0.525,0.9617,48.1,4,0.598,0.53,0.201,0
0.841,0.784,0.9969,81.8,3,0.109,7.21,0.285,0
0.136,0.694,1.0499,13.5,5,0.436,0.88,0.571,0
0.188,0.727,0.9657,37.2,3,0.612,8.48,0.419,0
0.53,0.823,1.0117,38.1,2,0.082,2.02,0.355,1
0.111,0.306,0.9989,37.2,7,0.111,7.35,0.344,0
0.098,1.117,1.0212,49.0,3,0.993,5.92,0.49,0
0.05,0.364,1.0409,73.2,2,0.332,3.86,0.262,0
0.443,0.706,0.8886,35.4,1,0.35,2.68,0.147,0
0.747,0.487,0.8831,69.6,4,0.252,0.57,0.439,0
0.081,0.771,0.9673,21.7,7,0.646,3.53,0.265,0
0.637,0.552,0.9399,54.9,2,0.473,2.01,0.263,0
0.791,1.074,0.9641,40.0,2,0.79,1.36,0.327,0
0.201,0.657,1.0096,53.1,2,0.512,7.38,0.221,0
0.182,0.875,1.0363,18.6,1,0.015,2.13,0.561,1
0.825,0.524,0.9335,86.3,5,0.483,2.23,0.523,0
0.791,0.317,0.9936,82.5,3,0.055,3.4,0.596,0
0.535,0.664,0.8894,76.1,6,0.827,4.63,0.582,0
0.787,0.783,0.9569,81.4,3,0.114,5.14,0.257,0
0.133,0.714,0.8544,21.7,5,0.217,6.65,0.29,0
0.405,1.166,0.9508,50.3,1,0.46,5.89,0.449,0
0.714,0.936,0.9591,35.4,3,0.195,4.82,0.108,0
0.282,1.196,0.9971,81.0,3,0.539,3.94,0.597,0
0.727,0.566,0.9799,25.2,1,0.461,2.66,0.105,0
0.504,1.01,0.9217,27.6,3,0.953,7.1,0.366,1
0.725,0.8,0.8511,64.9,4,0.088,3.18,0.434,0
0.468,0.851,0.8731,17.1,3,0.577,8.5,0.557,0
0.381,1.187,1.0446,68.6,4,0.72,5.86,0.422,0
0.247,0.889,1.0345,31.5,6,0.128,6.34,0.398,1
0.238,1.109,0.915,62.9,6,0.636,5.09,0.25,0
0.726,0.953,0.9018,79.8,1,0.864,9.29,0.395,0
0.157,0.415,0.9373,58.8,5,0.788,4.22,0.475,0
0.127,0.929,0.988,27.0,7,0.935,4.27,0.358,0
0.209,0.736,0.9214,13.9,7,0.721,8.93,0.49,0
0.208,1.127,0.8635,13.6,3,0.394,6.05,0.135,0
0.791,1.026,0.9306,17.1,6,0.92,4.49,0.268,0
0.409,0.394,0.9021,56.4,6,0.225,2.62,0.58,0
0.941,0.421,0.915,37.9,3,0.584,2.45,0.262,0
0.173,0.363,0.8826,29.4,7,0.766,8.01,0.411,0
0.638,0.744,0.9818,27.5,5,0.872,2.79,0.36,1
0.454,0.373,0.9553,85.9,6,0.917,0.06,0.568,0
0.404,0.951,0.9042,19.5,6,0.085,0.19,0.181,1
0.838,0.797,0.9608,34.4,6,0.726,9.78,0.25,0
0.928,1.052,0.9485,47.7,7,0.204,5.6,0.531,1
0.836,0.552,1.0092,10.0,7,0.779,4.89,0.433,0
0.223,0.767,1.0412,83.7,3,0.701,9.18,0.372,0
0.249,0.406,0.8761,17.9,4,0.181,3.52,0.297,1
0.64,1.096,1.0268,64.6,5,0.833,7.95,0.306,0
0.31,0.458,0.991,60.3,6,0.462,7.22,0.567,0
0.711,0.392,0.9885,74.7,3,0.544,4.77,0.436,1
0.56,0.485,0.9249,62.1,3,0.971,7.75,0.565,0
0.546,1.026,0.9188,71.6,6,0.657,9.66,0.586,0
0.796,0.395,0.8511,43.7,7,0.589,2.01,0.374,1
0.689,0.853,1.0464,49.1,7,0.017,0.18,0.405,1
0.074,0.972,0.9713,66.1,2,0.199,8.21,0.428,0
0.095,0.976,0.9305,55.5,7,0.027,4.04,0.52,1
0.591,0.471,0.9588,50.9,6,0.333,5.44,0.43,1
0.488,0.355,0.8581,26.4,2,0.345,2.22,0.157,0
0.284,0.704,0.8847,30.6,1,0.53,8.42,0.571,0
0.427,0.482,0.9747,38.7,2,0.69,7.21,0.43,0
0.732,0.929,0.9529,10.7,7,0.179,9.53,0.535,1
0.794,0.621,1.0074,43.4,6,0.602,4.75,0.312,1
0.555,0.704,0.9817,10.2,5,0.917,9.77,0.337,0
0.397,0.402,0.9703,55.2,5,0.185,5.11,0.444,0
0.294,0.811,1.0131,66.3,3,0.659,6.21,0.488,0
0.52,0.467,0.8637,55.0,7,0.046,6.74,0.139,0
0.333,0.911,0.9882,65.5,2,0.531,4.9,0.304,0
0.558,0.364,0.9931,10.0,3,0.742,5.63,0.485,0
0.659,1.178,0.905,14.8,2,0.034,2.23,0.596,0
0.109,0.916,0.8891,65.9,6,0.334,3.62,0.106,0
0.051,0.464,0.8928,74.2,4,0.878,7.02,0.232,0
0.241,0.313,0.8896,67.4,5,0.225,0.39,0.332,0
0.855,0.601,0.9548,63.0,7,0.723,7.0,0.211,0
0.632,0.438,0.8771,66.6,2,0.612,3.04,0.113,0
0.205,0.497,0.9819,69.2,7,0.164,2.72,0.37,0
0.851,1.085,0.871,68.0,1,0.742,6.93,0.425,0
0.473,0.843,0.8554,69.0,6,0.532,2.15,0.308,0
0.478,0.459,0.9139,15.9,5,0.112,9.62,0.285,0
0.892,0.801,0.8884,15.1,6,0.949,9.91,0.593,0
0.104,0.53,1.0477,38.9,2,0.492,4.58,0.339,0
0.244,1.179,0.9106,52.2,7,0.745,4.01,0.499,0
0.577,0.329,0.8944,71.0,6,0.218,0.79,0.244,0
0.226,0.959,0.8894,36.8,1,0.137,7.78,0.515,0
0.662,0.996,0.9248,32.0,4,0.741,1.63,0.512,1
0.243,0.36,0.9712,72.5,6,0.674,9.33,0.234,0
0.139,0.455,1.0064,29.9,4,0.274,9.91,0.428,0
0.236,0.646,0.9229,75.7,3,0.746,1.22,0.441,0
0.43,1.081,0.9752,24.2,2,0.505,6.83,0.321,0
0.209,0.783,0.9464,38.8,4,0.349,4.66,0.487,0
0.171,0.89,1.0193,42.1,7,0.787,5.41,0.253,0
0.824,1.005,0.9638,34.0,5,0.617,1.8,0.342,1
0.338,1.045,0.908,10.3,6,0.507,7.24,0.595,0
0.375,0.729,0.9907,28.8,6,0.773,1.67,0.189,0
0.1,0.758,1.014,37.0,6,0.545,8.85,0.174,0
0.372,0.946,0.9431,35.1,3,0.939,4.54,0.171,0
0.288,0.537,1.0474,72.8,6,0.818,6.35,0.599,0
0.599,1.069,1.0258,13.8,3,0.358,9.22,0.18,0
0.235,0.319,0.8894,41.1,5,0.465,7.38,0.195,0
0.85,0.476,1.0074,13.0,3,0.957,5.41,0.447,0
0.887,1.02,0.9702,84.5,7,0.895,4.03,0.48,0
0.14,0.606,0.957,73.2,6,0.191,4.62,0.364,0
0.147,0.435,0.9528,88.6,5,0.274,3.42,0.591,0
0.154,0.468,1.0207,82.8,4,0.364,9.46,0.119,0
0.608,0.778,0.9722,35.3,4,0.88,2.53,0.41,1
0.16,1.062,0.9575,65.3,6,0.927,4.09,0.403,1
0.817,0.364,0.8598,34.5,2,0.802,7.78,0.261,0
0.729,0.327,0.9397,81.1,6,0.276,3.64,0.55,0
0.788,0.719,1.0316,42.9,2,0.887,8.87,0.376,0
0.523,1.161,0.9923,40.1,1,0.033,2.43,0.223,1
0.947,0.551,0.8602,83.1,6,0.423,0.31,0.144,1
0.09,1.163,1.0268,76.9,5,0.378,6.29,0.154,0
0.411,1.099,1.0153,87.3,3,0.535,5.08,0.549,0
0.342,0.555,0.9593,15.3,5,0.561,9.33,0.225,1
0.904,1.035,0.8545,29.5,6,0.225,4.23,0.554,1
0.569,0.917,0.9625,34.1,6,0.205,1.36,0.16,1
